,image_path,h,w,f_i,x1,y1,x2,y2,emotion,emo_confidence
1690,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,4,585,194,633,247,sad,0.0
1691,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,5,124,126,146,155,sad,0.0
1692,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,6,637,136,657,163,neutral,0.0
1693,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,7,423,164,450,199,sad,0.0
1694,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,8,826,153,852,191,fear,0.0
1695,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,9,910,163,938,198,neutral,0.0
1696,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,10,673,149,696,175,sad,0.0
1697,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,11,333,58,351,85,sad,0.0
1698,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,12,304,142,328,171,fear,0.0
1699,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,13,222,49,242,76,neutral,0.0
1700,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,14,256,80,273,103,sad,0.0
1701,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,15,166,58,187,83,fear,0.0
1702,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,16,269,67,285,87,sad,0.0
1703,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,17,183,288,237,373,sad,0.0
1704,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,18,517,132,535,155,sad,0.0
1705,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,19,409,127,425,144,sad,0.0
1706,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,20,111,73,127,94,sad,0.0
1707,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,21,460,133,475,151,sad,0.0
1708,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,22,52,69,66,87,sad,0.0
1709,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,23,22,76,35,93,sad,0.0
1710,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,24,201,81,214,100,neutral,0.0
1711,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_164.jpg,689,1024,25,443,132,457,150,sad,0.0
1712,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,0,656,226,684,264,neutral,0.0
1713,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,1,840,427,921,545,fear,0.0
1714,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,2,357,284,395,334,angry,0.0
1715,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,3,297,341,349,411,neutral,0.0
1716,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,4,87,364,141,454,neutral,0.0
1717,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,5,498,237,519,278,sad,0.0
1718,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,6,819,296,852,339,sad,0.0
1719,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,7,924,300,969,366,sad,0.0
1720,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_167.jpg,768,1024,8,799,227,821,261,fear,0.0
1721,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_172.jpg,684,1024,0,699,192,733,236,neutral,0.0
1722,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_172.jpg,684,1024,1,10,381,65,448,angry,0.0
1723,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_172.jpg,684,1024,2,436,285,463,320,neutral,0.0
1724,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_172.jpg,684,1024,3,131,356,168,410,neutral,0.0
1725,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_172.jpg,684,1024,4,933,420,987,496,sad,0.0
1726,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,0,836,313,858,340,sad,0.0
1727,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,1,717,286,738,312,neutral,0.0
1728,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,2,151,307,172,340,fear,0.0
1729,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,3,204,278,226,306,sad,0.0
1730,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,4,886,411,910,459,neutral,0.0
1731,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,5,596,267,615,290,sad,0.0
1732,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_18.jpg,657,1024,6,313,266,332,290,neutral,0.0
1733,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_184.jpg,752,1024,0,241,117,335,267,fear,0.0
1734,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_184.jpg,752,1024,1,658,136,735,280,sad,0.0
1735,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_200.jpg,661,1024,0,460,192,510,252,angry,0.0
1736,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_200.jpg,661,1024,1,825,213,877,273,fear,0.0
1737,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_200.jpg,661,1024,2,116,207,175,287,sad,0.0
1738,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_200.jpg,661,1024,3,249,212,304,278,neutral,0.0
1739,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_200.jpg,661,1024,4,13,200,74,287,neutral,0.0
1740,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_203.jpg,461,1024,0,613,230,666,300,neutral,0.0
1741,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_203.jpg,461,1024,1,145,240,192,308,angry,0.0
1742,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_203.jpg,461,1024,2,928,234,975,298,sad,0.0
1743,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_203.jpg,461,1024,3,373,237,426,310,happy,0.0
1744,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,0,42,372,81,425,neutral,0.0
1745,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,1,104,345,136,385,neutral,0.0
1746,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,2,729,332,758,367,sad,0.0
1747,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,3,283,320,307,353,neutral,0.0
1748,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,4,409,311,429,338,neutral,0.0
1749,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,5,534,303,557,331,neutral,0.0
1750,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,6,139,461,179,528,sad,0.0
1751,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,7,637,312,662,342,fear,0.0
1752,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,8,848,348,879,378,fear,0.0
1753,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,9,944,166,957,184,fear,0.0
1754,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,10,446,19,459,38,fear,0.0
1755,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,11,907,358,933,405,happy,0.0
1756,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,12,0,401,28,447,fear,0.0
1757,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_209.jpg,683,1024,13,0,400,32,459,happy,0.0
1758,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,0,31,349,70,417,angry,0.0
1759,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,1,461,275,474,290,neutral,0.0
1760,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,2,805,366,838,396,sad,0.0
1761,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,3,636,299,650,316,happy,0.0
1762,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,4,693,340,721,382,fear,0.0
1763,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,5,163,291,178,310,fear,0.0
1764,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,6,519,285,534,305,neutral,0.0
1765,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,7,80,292,96,312,neutral,0.0
1766,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,8,384,283,397,301,sad,0.0
1767,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,9,876,331,895,358,sad,0.0
1768,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,10,504,281,515,296,happy,0.0
1769,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_211.jpg,683,1024,11,577,297,591,314,happy,0.0
1770,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,0,505,227,566,316,fear,0.0
1771,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,1,700,241,766,335,fear,0.0
1772,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,2,348,260,393,338,sad,0.0
1773,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,3,784,265,836,360,sad,0.0
1774,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,4,204,266,250,354,sad,0.0
1775,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,5,844,300,900,399,fear,0.0
1776,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_212.jpg,768,1024,6,144,294,179,381,sad,0.0
1777,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,0,924,186,952,227,happy,0.0
1778,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,1,779,130,793,150,sad,0.0
1779,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,2,929,151,948,176,sad,0.0
1780,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,3,117,186,141,227,angry,0.0
1781,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,4,34,127,47,143,happy,0.0
1782,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,5,833,197,863,244,neutral,0.0
1783,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,6,218,84,231,100,happy,0.0
1784,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,7,644,126,654,139,fear,0.0
1785,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,8,89,126,99,139,fear,0.0
1786,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,9,603,122,613,134,sad,0.0
1787,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,10,725,127,739,143,neutral,0.0
1788,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,11,551,119,559,130,fear,0.0
1789,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,12,770,124,781,138,fear,0.0
1790,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,13,190,136,201,152,sad,0.0
1791,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_216.jpg,670,1024,14,724,127,736,144,happy,0.0
1792,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,0,692,316,707,336,happy,0.0
1793,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,1,231,457,247,478,neutral,0.0
1794,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,2,663,351,678,370,happy,0.0
1795,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,3,257,394,272,413,happy,0.0
1796,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,4,167,265,181,282,happy,0.0
1797,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,5,243,262,257,281,neutral,0.0
1798,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,6,552,395,566,412,happy,0.0
1799,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,7,765,366,779,385,sad,0.0
1800,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,8,307,365,321,383,sad,0.0
1801,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,9,651,275,665,292,neutral,0.0
1802,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,10,600,340,614,358,sad,0.0
1803,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,11,307,223,320,240,fear,0.0
1804,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,12,205,326,219,343,happy,0.0
1805,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,13,86,265,101,282,happy,0.0
1806,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,14,485,160,497,175,neutral,0.0
1807,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,15,488,221,501,238,neutral,0.0
1808,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,16,345,192,358,208,happy,0.0
1809,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,17,296,311,310,330,sad,0.0
1810,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,18,151,445,168,465,happy,0.0
1811,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,19,829,338,844,358,sad,0.0
1812,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,20,741,419,758,439,happy,0.0
1813,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,21,449,349,464,368,happy,0.0
1814,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,22,615,239,629,256,neutral,0.0
1815,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,23,879,368,894,386,sad,0.0
1816,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,24,446,163,458,178,fear,0.0
1817,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,25,635,311,651,330,happy,0.0
1818,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,26,856,240,869,255,disgust,0.0
1819,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,27,639,217,651,233,happy,0.0
1820,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,28,125,348,140,367,happy,0.0
1821,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,29,446,302,460,320,neutral,0.0
1822,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,30,579,305,592,322,neutral,0.0
1823,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,31,305,415,321,435,happy,0.0
1824,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,32,367,301,382,321,happy,0.0
1825,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,33,354,356,370,376,happy,0.0
1826,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,34,127,315,142,333,happy,0.0
1827,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,35,116,288,130,305,happy,0.0
1828,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,36,535,217,548,234,neutral,0.0
1829,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,37,676,184,688,199,sad,0.0
1830,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,38,448,382,463,401,sad,0.0
1831,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,39,905,331,920,350,sad,0.0
1832,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,40,203,274,217,291,happy,0.0
1833,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,41,265,351,281,371,sad,0.0
1834,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,42,101,444,119,466,happy,0.0
1835,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,43,917,311,932,329,sad,0.0
1836,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,44,111,395,127,414,angry,0.0
1837,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,45,675,254,688,272,sad,0.0
1838,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,46,507,381,523,401,happy,0.0
1839,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,47,814,408,832,432,happy,0.0
1840,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,48,534,316,548,334,sad,0.0
1841,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,49,867,420,884,441,neutral,0.0
1842,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,50,268,284,281,301,sad,0.0
1843,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,51,164,347,178,365,happy,0.0
1844,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,52,885,275,900,291,sad,0.0
1845,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,53,716,192,729,208,sad,0.0
1846,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,54,841,259,855,276,sad,0.0
1847,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,55,515,165,527,180,sad,0.0
1848,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,56,372,209,385,225,happy,0.0
1849,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,57,738,325,753,343,sad,0.0
1850,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,58,793,319,807,338,neutral,0.0
1851,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,59,411,255,425,272,happy,0.0
1852,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,60,926,464,945,487,sad,0.0
1853,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,61,178,475,194,494,happy,0.0
1854,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,62,269,436,285,456,happy,0.0
1855,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,63,292,196,304,211,happy,0.0
1856,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,64,169,298,183,315,happy,0.0
1857,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,65,241,317,255,334,sad,0.0
1858,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,66,400,285,413,303,happy,0.0
1859,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,67,349,406,363,425,happy,0.0
1860,C:\mywork\ml\deepfaceAndEmotion\source\11_Meeting_Meeting_11_Meeting_Meeting_11_217.jpg,683,1024,68,961,352,978,370,sad,0.0
